,Country,Assitance 2011,Assitance 2012,Assitance 2013,Assitance 2014,Assitance 2015,Assitance 2016,CO2 2011,CO2  2012,CO2  2013,CO2  2014,CO2  2015,CO2 2016,Employment 2011,Employment 2012,Employment 2013,Employment 2014,Employment 2015,Employment 2016,GDP 2011,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP 2016
99,Lebanon,475489990.2,711580017.1,621599975.6,820950012.2,965609985.4,1129339966,20469.19,22632.72,22581.39,24070.19,24469.89,24796.25,26.12999916,26.01000023,26.12000084,25.82999992,25.32999992,25.05999947,14668.51,14816.88,14972.72,15026.34,15067.77,15487.11
100,Lesotho,256769989,276260009.8,320670013.4,107169998.2,86489997.86,112069999.7,2328.55,2398.22,2423.89,2431.22,2346.88,2511.9,13.56999969,13.56999969,13.59000015,13.64000034,13.72999954,13.69999981,2328.24,2354.11,2621.94,2871.68,3093.71,3063.03
101,Liberia,762250000,566710022,535929992.7,749590026.9,1094430054,819179992.7,861.75,979.09,898.42,1224.78,1239.45,1386.13,10.81000042,10.81999969,10.81000042,10.75,10.64000034,10.47999954,1093.54,1174.05,1339.3,1381.94,1292.1,1379.06
102,Libya,641099975.6,87120002.75,128830001.8,210279998.8,157369995.1,179490005.5,39702.61,52683.79,56266.45,59489.74,56996.18,50564.26,27.75,26.82999992,25.25,23.81999969,22.87999916,22.44000053,11482.1,24285.3,19869.11,14303.02,12220.02,11108.72
103,Liechtenstein,0,0,0,0,0,0,51.34,55.01,55.01,47.67,51.34,51.34,0,0,0,0,0,0,0,0,0,0,0,0
104,Lithuania,0,0,0,0,0,0,13787.92,13831.92,12640.15,12838.17,13083.86,12962.85,24.55999947,25.07999992,25.53000069,24.71999931,25.06999969,25.13999939,22884.82,24703.69,26721.58,28184.47,28834.43,30925.17
105,Luxembourg,0,0,0,0,0,0,10894.66,10593.96,10051.25,9662.55,9251.84,8987.82,13.35999966,12.67000008,12.03999996,10.97999954,12.52000046,12.05000019,92005.02,91622.18,95590.54,101297.58,103722.99,110660.87
106,"Macao SAR, China",0,0,0,0,0,0,1510.8,1345.79,1272.45,1576.81,2090.19,2068.19,12.85999966,12.80000019,12.64000034,15.65999985,15.80000019,13.67000008,120358.93,133521.44,153609.84,154095.7,117110.19,115698.06
107,Madagascar,447279998.8,368489990.2,499279998.8,588119995.1,677510009.8,621580017.1,2401.89,2768.59,3171.96,3300.3,3645,3905.36,6.760000229,7.690000057,7.96999979,8.180000305,8.340000153,8.539999962,1548.33,1530.93,1535.49,1555.82,1546.84,1606.67
108,Malawi,798280029.3,1170910034,1132550049,931159973.1,1049380005,1241609985,1169.77,1162.44,1188.11,1052.43,1151.44,1298.12,5.78000021,5.739999771,5.710000038,5.670000076,5.619999886,5.559999943,1062.95,1034.02,1108.51,1078.98,1018.94,1025.01
109,Malaysia,40810001.37,18319999.69,-113309997.6,19920000.08,-600000.02,-51819999.69,220405.04,218707.21,236510.5,242671.06,234823.68,248288.9,28.45000076,27.56999969,27.94000053,27.73999977,27.52000046,27.48999977,21704.75,22985.83,23478.03,24607.71,24801.89,25546
110,Maldives,49830001.83,56729999.54,21700000.76,22540000.92,23989999.77,22709999.08,986.42,1111.1,1092.77,1316.45,1301.79,1444.8,17.14999962,17.29999924,17.54000092,17.95000076,18.38999939,18.76000023,13542.93,13690.53,14774.15,15993.17,16768.79,17410.97
111,Mali,1267619995,995580017.1,1397560059,1235839966,1201640015,1205160034,2159.86,2299.21,2698.91,2981.27,3168.29,3179.29,8.140000343,8.050000191,7.980000019,8,8.260000229,6.71999979,1826.65,1763.84,1812.97,1915.3,2032.66,2189.01
112,Malta,0,0,0,0,0,0,2548.57,2680.58,2346.88,2346.88,1620.81,1342.12,24.52000046,22.17000008,21.56999969,20.71999931,20.01000023,19.86000061,28973.2,30243.99,32295.88,34344.11,37455.07,39695.4
113,Marshall Islands,84519996.64,83849998.47,93739997.86,55700000.76,57060001.37,12560000.42,139.35,135.68,139.35,143.01,143.01,143.01,0,0,0,0,0,0,3285.58,3258.5,3425.6,3441.61,3516.79,3581.18
114,Mauritania,381720001.2,409790008.5,294739990.2,260709991.5,329459991.5,307290008.5,2394.55,2647.57,2390.88,2933.6,2893.26,2739.25,17.87999916,17.89999962,17.86000061,17.86000061,17.84000015,17.77000046,4225.57,4262.06,4481.26,4295.05,4200.16,4700.1
115,Mauritius,185690002.4,176679992.7,145740005.5,44590000.15,78419998.17,42340000.15,3920.02,3967.69,4070.37,4209.72,4213.38,4349.06,28.13999939,27.98999977,27.39999962,26.76000023,26.11000061,25.42000008,16653.24,16963.51,17866.31,18488.05,19229.84,20701.22
116,Mexico,967020019.5,407929992.7,562390014.7,814890014.7,321070007.3,809340026.9,484429.04,496324.78,490340.24,481499.1,482947.57,486405.55,24.29999924,24.05999947,24.30999947,24.80999947,25.15999985,25.75,16520.26,17162.93,17373.9,18056.79,18301.5,19323.67
117,"Micronesia, Fed. Sts.",130639999.4,143259994.5,143210006.7,117010002.1,81389999.39,50830001.83,117.34,124.68,135.68,135.68,143.01,143.01,0,0,0,0,0,0,3422.29,3388.22,3276.3,3213.85,3352.2,3376.46
118,Moldova,461690002.4,475489990.2,348690002.4,517799987.8,312579986.6,262049987.8,5020.12,4924.78,4998.12,4928.45,4943.12,5115.47,18.75,19.28000069,17.69000053,17.89999962,17.85000038,17.13999939,6913.6,7363.16,8381.67,8827.05,9254.85,10610.48
119,Mongolia,337450012.2,446529998.8,430519989,316910003.7,236339996.3,325670013.4,21499.62,35074.86,43626.3,29633.03,23285.45,25368.31,17.34000015,18.17000008,20.42000008,20.71999931,20.29000092,18.98999977,8912.86,10227.53,10549.86,11056.31,10767.13,10742.65
120,Montenegro,126629997.3,103089996.3,117180000.3,100419998.2,99959999.08,85730003.36,2409.22,2214.87,2152.53,2108.53,2240.54,2016.85,19.54999924,17.92000008,17.77000046,17.55999947,17.45999908,17.46999931,14472.43,13863.97,14870.17,15371.18,16332.79,18199.33
121,Morocco,1440239990,1471140015,2008650024,2240149902,1518280029,2062310059,56699.15,59273.39,58987.36,59882.11,61271.9,61275.57,21.85000038,21.38999939,21.64999962,21.87000084,22.26000023,22.25,6712.33,6702.42,6916.02,6609.61,7024.96,7113
122,Mozambique,2065469971,2071699951,2312699951,2106010010,1819119995,1533770020,3223.29,3120.62,4202.38,8434.1,6486.92,7942.72,5.760000229,6.179999828,6.650000095,7.150000095,7.75,8.029999733,1023.07,1035.52,1084.99,1139.05,1291.27,1363.67
123,Myanmar,379950012.2,504529998.8,3936120117,1384459961,1168500000,1536660034,15144.71,12024.09,13083.86,16347.49,22299.03,25280.3,16.46999931,16.47999954,16.54000092,16.70000076,16.77000046,16.36000061,3469.14,3727.14,4016.32,4245.81,4416.55,4492.02
124,Namibia,278209991.5,252440002.4,261040008.5,226220001.2,142380004.9,170190002.4,2830.92,3384.64,2629.24,3740.34,3989.7,4228.05,13.96000004,13.88000011,14.43999958,14.82999992,16.98999977,19.32999992,8830.22,9340.99,9709.59,10400.77,10574.15,10372.32
125,Nauru,37529998.78,35619998.93,28750000,22520000.46,31250000,22680000.31,40.34,40.34,44,47.67,47.67,47.67,0,0,0,0,0,0,6670.34,7407.29,9351.51,11004.91,10956.4,10960.85
126,Nepal,749320007.3,769679992.7,873330017.1,883820007.3,1224439941,1064500000,5533.5,5856.2,6637.27,8030.73,6252.24,9105.16,13.15999985,13.40999985,13.64999962,13.97999954,14.14000034,14.05000019,2001.63,2176.15,2349.63,2593.44,2633.4,2582.94
127,Netherlands,0,0,0,0,0,0,175704.31,171765.95,173625.12,168883.69,172492.01,170779.52,17.17000008,17.20999908,16.52000046,16.22999954,16.43000031,16.47999954,46599.02,47272.1,49241.52,49233.22,50288.59,52288.42
128,New Zealand,0,0,0,0,0,0,31484.86,34139.77,33443.04,34656.82,34887.84,34381.79,20.04999924,19.84000015,19.80999947,20.46999931,21.59000015,20.12999916,32743.9,32996.35,36231.1,37276.94,37465.39,39980.84
129,Nicaragua,536580017.1,532320007.3,495799987.8,432170013.4,457920013.4,430980011,4884.44,4616.75,4426.07,4679.09,5331.82,5592.18,18.20000076,18.12000084,17.87000084,17.67000008,17.70000076,17.70000076,4263.15,4427.97,4610.29,4941.7,5293.87,5694.05
130,Niger,644669982.9,891140014.7,797299987.8,917780029.3,869280029.3,952479980.5,1331.12,1763.83,1895.84,2053.52,2027.85,2016.85,7.179999828,7.159999847,7.130000114,7.059999943,6.980000019,6.909999847,1068.25,1158.67,1127.35,1142.52,1145.51,1148.47
131,Nigeria,1809859985,1916170044,2515719971,2478600098,2431540039,2498189941,131685.64,119008.82,124329.64,130130.83,115928.54,120369.28,10.14999962,10.94999981,11.81000042,11.89000034,11.93999958,12.02999973,4922.7,4982.95,5225.17,5507.17,5426.33,5234.68
132,North Macedonia,192289993.3,147710006.7,196729995.7,211919998.2,214320007.3,168350006.1,9306.85,8815.47,7858.38,7539.35,7099.31,7051.64,30,29.87000084,30.37999916,30.36000061,30.5,30.30999947,11611.23,11839.71,12653.55,13368.22,13827.46,15077.91
133,Norway,0,0,0,0,0,0,42394.19,44499.05,48232.05,47924.02,47212.63,41022.73,20.25,20.22999954,20.31999969,20.44000053,20.12000084,19.46999931,62076.74,65354.78,66961.25,65892.69,60368.92,58939.91
134,Oman,0,0,0,0,0,0,54029.58,59658.42,62041.97,61220.57,65386.28,63457.44,35.99000168,35.68000031,34.83000183,34,33.22999954,32.52999878,43425.59,44508.92,42078.87,38624.6,31113.32,28925.86
135,Pakistan,3714360107,2017410034,2194469971,3615820068,3764020020,2961110107,171615.6,170126.8,174857.23,182414.92,188542.47,201149.62,21.77000046,22.31999969,22.92000008,22.87000084,24.02000046,23.59000015,3993.55,4018.7,4103.58,4238.59,4373.01,4410.09
136,Palau,24520000.46,15460000.04,35419998.17,23479999.54,13930000.31,17799999.24,216.35,216.35,220.02,223.69,223.69,223.69,0,0,0,0,0,0,14810.67,15438.54,15206.66,16444.06,17828.51,17937.14
137,Panama,110940002.4,51349998.47,9210000.04,-193259994.5,10250000,22610000.61,10150.26,10029.25,11635.39,11107.34,11129.35,10714.97,18.73999977,18.25,20.13999939,20.07999992,18.71999931,18.38999939,16923.92,18679.55,20809.91,22897.4,25319.23,27828.52
138,Papua New Guinea,616479980.5,670270019.5,657440002.4,581909973.1,591390014.7,531580017.1,5328.15,5078.8,5258.48,5874.53,7480.68,7535.69,8.210000038,9,9.899999619,10.32999992,11.11999989,11.40999985,3069.76,3206.2,3318.8,3761.52,3970.26,4147.68
139,Paraguay,79980003.36,104569999.7,130710006.7,62419998.17,60180000.31,88540000.92,5320.82,5284.15,5434.49,5702.19,6303.57,7407.34,17.81999969,16.87999916,17.46999931,19.12999916,19.73999977,19.43000031,10490.94,10022.13,11086.75,11425.66,11471.49,12029.97
140,Peru,590719970.7,385559997.6,363660003.7,328299987.8,334829986.6,320200012.2,49900.54,55261.69,46816.59,51330.67,52636.12,57414.22,16.47999954,17.03000069,17.02000046,16.37000084,16.56999969,16.21999931,10476.79,10767.68,11295.96,11510.28,11572.32,12013.38
141,Philippines,-135869995.1,-3369999.89,192059997.6,677440002.4,514950012.2,283649993.9,85705.12,90684.91,98275.6,104516.83,117120.31,122287.12,15.27999973,15.27000046,15.57999992,15.93999958,16.19000053,17.36000061,5865.34,6296.83,6614.68,6960.9,7186.77,7703.75
142,Poland,0,0,0,0,0,0,317037.82,299920.26,302344.15,285937.99,285659.3,299036.52,30.67000008,30.42000008,30.54000092,30.54000092,30.54000092,31.45000076,22827.7,23745.7,24567.51,25475.5,26862.05,28322.11
143,Portugal,0,0,0,0,0,0,47623.33,46013.52,45426.8,44656.73,49258.81,48741.76,26.86000061,25.14999962,23.70000076,23.86000061,24.35000038,24.5,26769.51,26438.02,27936.04,28742.44,29660.9,31607.75
144,Qatar,0,0,0,0,0,0,80435.65,94124.56,85023.06,107032.4,106841.71,103259.05,54.11000061,51.79000092,51.70999908,52.95999908,54.13999939,54.54999924,139358.35,141634.96,138230.06,129068.79,92968.16,83102.51
145,Romania,0,0,0,0,0,0,85268.75,81722.76,70945.45,69489.65,71715.52,69258.63,28.55999947,28.20999908,28.29000092,28.93000031,28.45999908,29.87999916,17896.28,18869.62,19781.98,20657.71,21605.84,24271.37
146,Russian Federation,0,0,0,0,0,0,1763405.3,1807244.28,1739426.78,1736984.56,1698213.37,1732026.78,27.45000076,27.80999947,27.79000092,27.60000038,27.28000069,27.02000046,22798.67,24303.47,26073.87,25761.65,24085.32,24125.4
147,Rwanda,1263209961,878640014.7,1086290039,1035030029,1088439941,1150469971,663.73,740.73,817.74,847.08,960.75,1114.77,6.28000021,6.869999886,7.320000172,7.909999847,8.119999886,8.239999771,1451.39,1489.61,1544.05,1707.67,1805.9,1883.84
148,Samoa,88800003.05,117290000.9,113010002.1,93989997.86,93720001.22,88639999.39,201.69,198.02,198.02,209.02,234.69,245.69,23.92000008,23.78000069,23.82999992,24.01000023,24.62999916,24.69000053,5655.14,5480.61,5505.99,5568.32,5827.51,6328.63
149,Sao Tome and Principe,73480003.36,50700000.76,53750000,41380001.07,48950000.76,47040000.92,102.68,113.68,113.68,113.68,113.68,121.01,18.11000061,18.18000031,18.23999977,18.23999977,18.23999977,18.22999954,2997.15,2954.58,3318.89,3817.19,3837.63,3889.41
150,Saudi Arabia,0,0,0,0,0,0,499878.11,564842.68,541047.52,601046.97,647111.82,563449.22,22.28000069,22.97999954,23.76000023,23.03000069,22.72999954,24.48999977,56132.96,57364.43,55907.39,55725.4,48611.15,45485.66
151,Senegal,1054599976,1075780029,994479980.5,1108680054,869400024.4,731219970.7,8368.09,7913.39,8434.1,9376.52,10637.97,10901.99,12.81999969,12.84000015,12.89000034,12.94999981,12.98999977,13.01000023,2682.69,2764.78,2749.22,2830.7,2971.34,3075.93
152,Serbia,1379170044,1087780029,780270019.5,367049987.8,312480011,633469970.7,49009.46,43794.98,44605.39,37352.06,43919.66,45221.44,26.79999924,26.45999908,25.86000061,24.65999985,24.45999908,24.43000031,13746.9,13933.92,14629.03,14659.61,14928.41,15858.04
153,Seychelles,22719999.31,34750000,27420000.08,12000000,6780000.21,5800000.19,326.36,421.71,330.03,487.71,491.38,605.06,0,0,0,0,0,0,21922.74,21565.04,22369.39,23889.78,24067.19,25681.31
154,Sierra Leone,423890014.7,439750000,449070007.3,914030029.3,946820007.3,693260009.8,898.42,1030.43,1191.78,1309.12,1067.1,1092.77,5.579999924,5.690000057,5.860000134,6.070000172,6.199999809,6.389999866,1203.21,1405.57,1746.55,1787.65,1586.69,1596.62
155,Singapore,0,0,0,0,0,0,46761.58,49992.21,56112.43,56644.15,61451.59,37535.41,20.87000084,20.54000092,19.87999916,17.73999977,17.38999939,16.87999916,80052.39,82064.96,83001.79,84423.19,86974.75,89386.08
156,Sint Maarten (Dutch part),0,0,0,0,0,0,715.07,696.73,715.07,733.4,715.07,715.07,0,0,0,0,0,0,37233.97,32878.44,32478.3,38858.58,38211.83,38230.03
157,Slovak Republic,0,0,0,0,0,0,34524.81,32804.98,33091.01,30678.12,31283.18,32423.61,37.49000168,37.54000092,35.81999969,35.45000076,36.11000061,36.47000122,26082.76,26967.13,28002.5,28996.87,29919.66,29659.37
158,Slovenia,0,0,0,0,0,0,15159.38,14675.33,13890.6,12482.47,12530.14,12632.82,31.65999985,30.96999931,31.03000069,30.93000031,32.00999832,33.16999817,28931.38,29042.82,29973.7,30870.02,31628.25,33936.04
159,Solomon Islands,327880004.9,305100006.1,289829986.6,200520004.3,190029998.8,175500000,183.35,183.35,194.35,194.35,190.68,168.68,8.430000305,8.779999733,9.329999924,9.770000458,10.25,10.63000011,2324.08,2349.62,2451,2454.93,2448.72,2550.53
160,Somalia,1098979980,990460022,1054579956,1109199951,1260560059,1183640015,612.39,608.72,630.72,630.72,630.72,645.39,2.640000105,2.609999895,2.579999924,2.549999952,2.519999981,2.49000001,0,0,0,0,0,0
161,South Africa,1396969971,1065829956,1295339966,1077400024,1420270020,1180280029,477370.06,464674.91,459222.08,484495.04,463952.51,476643.99,24.17000008,23.44000053,23.51000023,23.42000008,23.82999992,23.32999992,12172.31,12057.27,12450.5,12520.71,12552.34,12592.49
162,South Sudan,435829986.6,1186260010,1399300049,1964119995,1674829956,1587030029,1597.35,1331.12,1448.47,1536.47,1943.51,1727.16,17.88999939,17.72999954,18.88999939,18.71999931,17.34000015,16.45999908,2844.52,1519.14,2099.24,1495.51,1234.73,..
163,Spain,0,0,0,0,0,0,270547.59,264779.4,237034.88,233976.6,250496.44,244002.18,21.76000023,20.67000008,19.75,19.45000076,19.89999962,19.61000061,31867.97,31720.12,32434,33525.74,34903.13,37286.21
164,Sri Lanka,612640014.7,490890014.7,403170013.4,491630004.9,445010009.8,373480011,15137.38,16061.46,14913.69,17924.3,20113.5,23362.46,25.79000092,26.06999969,26,26.32999992,25.77000046,26.38999939,9007.66,10315.18,10852.06,11256.86,11557.49,12224.22
165,St. Kitts and Nevis,15760000.23,21739999.77,30049999.24,22516666.41,24768888.47,25778518.04,231.02,220.02,223.69,231.02,234.69,238.36,0,0,0,0,0,0,22770.51,21489.26,22153.43,23950.14,23921.52,24925.36
166,St. Lucia,35290000.92,26799999.24,25360000.61,19370000.84,13760000.23,15229999.54,407.04,407.04,407.04,407.04,410.7,414.37,17.90999985,17.62999916,17.13999939,16.87000084,16.71999931,16.60000038,13256.47,13080.36,13489.09,13761.1,13551.72,14291.34
167,St. Vincent and the Grenadines,17760000.23,8310000.42,8520000.46,9890000.34,13500000,9119999.89,198.02,253.02,209.02,220.02,220.02,220.02,20.35000038,20.21999931,20.25,20.01000023,20.04000092,19.97999954,10302.42,10457.16,10909.47,11310.13,11641.84,12456.95
168,Sudan,1742400024,1369130005,1507329956,874679992.7,969700012.2,809090026.9,15658.09,14642.33,15474.74,15837.77,19816.47,19999.82,15.34000015,16.05999947,16.45999908,16.62999916,17.10000038,17.40999985,3673.49,4102.81,4189.45,4734.83,5047.93,4415.77
169,Suriname,76330001.83,40349998.47,30819999.69,13390000.34,15979999.54,16530000.69,1804.16,2266.21,2108.53,2244.2,1723.49,1738.16,24.95999908,24.92000008,25.04999924,25.10000038,25.07999992,24.45000076,14475.07,15785.12,16815.11,17261.08,16072.42,14206.65
170,Sweden,0,0,0,0,0,0,51734.04,47047.61,44847.41,43483.29,38180.8,43252.27,19.93000031,19.64999962,19.15999985,18.60000038,18.29000092,18.20000076,44608.58,45432.43,46312.39,47184.67,49103.13,50430.25
171,Switzerland,0,0,0,0,0,0,37183.38,37854.44,40432.34,35679.91,35672.58,34477.13,22.28000069,21.61000061,21.79000092,21.29000092,20.75,20.59000015,56183.83,57849.58,60108.52,61902.16,63921.8,65726.82
172,Syrian Arab Republic,335519989,1671599976,3637929932,4174310059,4920470215,8899750000,56908.17,44730.07,36438.98,30703.79,29295.66,28829.95,31.43000031,28.23999977,25.03000069,23.35000038,22.77000046,22.55999947,0,0,0,0,0,0
173,Tajikistan,282130004.9,394230011,390549987.8,356459991.5,432250000,359730011,2346.88,2929.93,2911.6,4620.42,5005.46,5309.82,15.51000023,15.5,15.53999996,15.51000023,15.5,15.52999973,2496.58,2750.36,3027.82,3303.1,2991.65,3097.2
174,Tanzania,2441830078,2822229980,3433239990,2650520020,2584709961,2317889893,8093.07,9545.2,11177.02,11562.05,12933.51,11972.76,5.920000076,6.019999981,6.130000114,6.25,6.289999962,6.340000153,2228.71,2099.45,2194.92,2243.63,2348.44,2479.26
175,Thailand,-134119995.1,-131369995.1,28790000.92,354510009.8,58669998.17,227779998.8,256264.63,273088.82,287217.78,280976.54,284364.85,283763.46,19.44000053,19.81999969,20.23999977,23.52000046,23.68000031,23.68000031,13519.13,14870.98,15407.67,15480.21,15822.35,16618.76
176,Timor-Leste,275720001.2,283640014.7,258570007.3,249539993.3,212289993.3,223699997,245.69,293.36,443.71,513.38,502.38,495.05,9.56000042,9.869999886,10.89999962,11.64000034,13.44999981,15.36999989,2084.59,2320.07,2483.17,2721.05,2912.72,3130.57
177,Togo,542380004.9,245080001.8,226320007.3,210940002.4,199470001.2,168250000,2478.89,2409.22,2559.57,2588.9,2636.57,2999.61,12.67000008,12.64000034,12.72000027,12.72000027,14.69999981,16.92000008,1210.14,1227.16,1275.33,1328.38,1397.33,1453.75
178,Tonga,88559997.56,78180000.31,81089996.34,80330001.83,68400001.53,82610000.61,102.68,106.34,113.68,113.68,121.01,128.35,31.68000031,31.37999916,29.61000061,29.62000084,29.69000053,30.07999992,5048.08,5228.9,5388.1,5639.56,5779.2,6201.05
179,Trinidad and Tobago,0,0,0,0,0,..,46933.93,45419.46,46537.9,46266.54,46255.54,43868.32,28.57999992,28.52000046,28.73999977,28.12000084,27.94000053,27.37999916,30888.03,30063.26,30059.89,29698.46,27510.41,26270.09
180,Tunisia,925229980.5,1022130005,714659973.1,922700012.2,495869995.1,646820007.3,26021.03,27003.79,27667.52,28829.95,30252.75,29937.39,33.72999954,33.13999939,33.38000107,33.54999924,33.09999847,33.34999847,10067.91,10217.13,10231.72,10446.05,10208.74,10359.3
181,Turkey,3288270020,3112169922,2847840088,3446770020,2141260010,3609090088,321122.86,327437.43,325424.25,345908.11,350337.85,372724.88,26.45999908,26.03000069,26.38999939,27.86000061,27.22999954,26.78000069,19798.95,20771.95,22437.8,24089.41,25753.39,26514.06
182,Turkmenistan,40819999.69,37659999.85,35909999.85,34479999.54,22950000.76,32229999.54,62467.35,64872.9,66735.73,68426.22,70674.09,70630.09,35.70000076,36.20000076,36.68999863,37.20999908,37.66999817,38.20000076,11294.95,12057.2,12739.18,13490.99,13690.6,13866.32
183,Turks and Caicos Islands,0,0,0,0,0,0,183.35,183.35,187.02,198.02,205.35,216.35,0,0,0,0,0,0,21231.93,19374.65,20120.69,22031.21,24097.51,26352.45
184,Tuvalu,37250000,25479999.54,27590000.15,34299999.24,49650001.53,24440000.53,7.33,11,11,11,11,11,0,0,0,0,0,0,3180.1,3086.01,3248.19,3317.73,3616.92,3723
185,Uganda,1572920044,1642500000,1697089966,1633680054,1638160034,1762599976,4264.72,4088.71,4407.73,4774.43,5342.82,5680.18,7.940000057,8.020000458,7,6.840000153,6.800000191,6.730000019,2249.73,2005.21,2005.59,2079.41,2119.6,2083.58
186,Ukraine,777929992.7,772059997.6,790739990.2,1403819946,1449349976,1523319946,286392.7,295791.22,271875.05,228468.77,196283.51,202249.72,25.65999985,25.87999916,24.80999947,26.14999962,24.69000053,24.25,8909.66,9343.33,10691.76,10743.59,10164.33,11148.2
187,United Arab Emirates,0,0,0,0,0,0,171626.6,219792.65,220713.06,226143.89,194765.37,206323.76,35.11999893,34.93999863,34.74000168,34.79999924,34.99000168,34.86999893,67686.39,69102.49,70374.22,73619.1,64901.85,63968.85
188,United Kingdom,0,0,0,0,0,0,447440.01,468261.23,455940.11,419743.16,405038.49,379024.79,19.18000031,19.06999969,18.87000084,18.96999931,18.65999985,18.46999931,37161.55,38311.9,39971,41265.94,42506.72,44166.98
189,United States,0,0,0,0,0,0,5270047.39,5081999.96,5170359.99,5225412.66,5126913.37,5006302.08,19.70999908,19.73999977,19.95000076,19.97999954,19.86000061,19.78000069,49886.82,51610.61,53117.67,55064.74,56839.38,57951.58
190,Uruguay,18229999.54,17360000.61,36520000.46,91569999.69,23180000.31,18250000,7763.04,8694.46,7587.02,6747.28,6699.61,6765.62,20.78000069,21.12999916,21.57999992,21.01000023,20.45999908,20.04999924,18002.85,18192.34,19130.04,20093.65,20217.58,20669.81
191,Uzbekistan,143779998.8,255910003.7,295160003.7,324670013.4,451000000,511049987.8,113684.33,115814.86,103354.4,105213.56,102929.02,91810.68,22.73999977,22.70999908,22.72999954,22.78000069,22.89999962,23.05999947,5489.08,5712.82,5942.4,6158.5,6343.15,6452.93
192,Vanuatu,92889999.39,101940002.4,91339996.34,100410003.7,186559997.6,129130004.9,132.01,113.68,106.34,154.01,132.01,146.68,6.920000076,7.389999866,8.5,9,10.90999985,11.89000034,2905.9,2930.91,2956.52,2995.92,2951.07,3005.18
193,"Venezuela, RB",48990001.68,50790000.92,37830001.83,43130001.07,36590000.15,43430000.31,171362.58,192040.79,183944.05,185113.83,171894.29,164175.26,21.47999954,21.62000084,21.32999992,20.70000076,19.82999992,18.80999947,17527.45,0,0,0,0,0
194,Vietnam,3332000000,4113310059,4085600098,4215620117,3167389893,2906070068,152169.5,142631.63,147230.05,167336.21,188329.79,192667.85,21.28000069,21.19000053,21.18000031,21.45000076,22.73999977,24.76000023,4523.24,5042.45,5358.89,5745.16,6102.64,6573.1
195,West Bank and Gaza,2434739990,2006109985,2602330078,2487840088,1872209961,2401659912,2247.87,2200.2,2438.56,2838.26,3006.94,3234.29,25.93000031,26.70000076,28.06999969,28.02000046,28.72999954,30.22999954,4494.73,5255.83,5371.69,5510.13,5954.4,6305.39
196,"Yemen, Rep.",477549987.8,711820007.3,1039630005,1163439941,1778410034,2301110107,20612.21,18698.03,25492.98,24667.91,13171.86,10608.63,16.29999924,15.69999981,15.51000023,14.47999954,12.35999966,11.27999973,3607.09,3491.2,3688.52,3595.6,3595.6,3595.6
197,Zambia,1033469971,957140014.7,1145250000,997729980.5,797140014.7,966460022,2922.6,3678,3956.69,4503.08,4532.41,5141.13,9.359999657,10.10000038,10.32999992,10.48999977,10.60000038,10.68000031,3323.94,3422.63,3578.86,3539.45,3430.4,3404.66
198,Zimbabwe,722580017.1,1001590027,827539978,760570007.3,788289978,654250000,9622.21,7873.05,11771.07,12115.77,12317.45,10982.67,9.090000153,8.600000381,7.920000076,7.360000134,7.210000038,7.050000191,2101.83,2375.93,2560.78,2612.46,2679.51,2806.46
